,Unnamed: 0,movie_id,vote_average,genres,cast,crew,title
298,298,106646,7.9,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","{74242, 64516, 155142, 1152008, 1483273, 1332746, 1332747, 111116, 17930, 21007, 1200655, 1223718, 194087, 1513512, 1552937, 19498, 1211946, 1552938, 131119, 6193, 1505848, 10297, 111678, 973888, 1446471, 1586759, 1267274, 169044, 34901, 41561, 134235, 1257564, 549981, 1503335, 204392, 1270890, 1385066, 1109617, 79991, 1371769, 1264251, 1075845, 1231495, 1544839, 1360008, 1387659, 172175, 1455760, 1274514, 1232531, 1262740, 1028245, 1066138, 1553053, 1371296, 130735, 1506479, 171701, 1224374, 1540279, 995514, 78017, 65729, 1449157, 77002, 2256, 74961, 1521875, 60119, 56024, 1218273, 94436, 1422571, 512749, 1454319, 1454320, 1410805, 1318648, 1366776, 1547515, 52995, 1358083, 1541904, 208659, 1451797, 83223, 130843, 1496862, 152864, 191278, 219447, 824, 1432383, 63296, 5953, 964421, 133451, 1386320, 217437, 1886, 1184094, 1544546, 41314, 131946, 204651, 1433451, 234352, 1419121, 1192821, 108919, 1155969, 1172866, 1361813, 1511832, 1553306, 1553307, 1553308, 19869, 98206, 1105311, 4003, 1473960, 3497, 15277, 93620, 139188, 1365447, 1306572, 77264, 1184209, 3026, 1340884, 1392605, 1553377, 1553378, 1553379, 948199, 1201134, 205808}","{1458693, 1399303, 1032, 1439751, 48138, 1551368, 113165, 1366030, 1509394, 1648147, 1509396, 1509397, 1366039, 1457690, 38939, 17950, 1326110, 1491496, 1552937, 1407021, 6193, 204339, 26678, 1427511, 4152, 1459768, 1548859, 1446462, 1399871, 1334338, 1394755, 86598, 1555527, 14924, 3661, 1562190, 45648, 1456723, 1555027, 1555028, 1397846, 1555029, 1546840, 1512025, 1555030, 1416795, 1555031, 1555032, 548446, 1416799, 1445470, 1555033, 1555034, 1555035, 1555036, 1555037, 1638, 1445479, 1474151, 1555053, 1456750, 1528942, 1437312, 589961, 1347726, 1301652, 1406612, 1527445, 582807, 1553559, 1553560, 1553561, 72861, 1402015, 1468577, 1395362, 1533090, 1538721, 1395365, 1468581, 1553572, 1395370, 62635, 1400490, 1468589, 1402031, 1402037, 1538231, 1402040, 1246393, 1399481, 91835, 2242, 992965, 1464521, 1544394, 1417419, 1544395, 11472, 131794, 1459924, 92373, 1308375, 92376, 1430231, 1302234, 162522, 5339, 92379, 92382, 1407198, 1411802, 1411808, 92386, 1114851, 1358564, 1411809, 1449182, 60135, 1280234, 4843, 1395434, 1521392, 1373433, 13050, 1399546, 1328380, 1542917, 45830, 1329415, 1400072, 1446671, 1357072, 275, 1228567, 1415964, 75040, 1357601, 1296679, 1399096, 1039164, 1102140, 1403710, 1319743, 1325887, 1554915, 9027, 1554916, 1554917, 10571, 1554918, 1337680, 1414994, 1555803, 1886, 1458530, 1544546, 1555810, 1555812, 1496422, 1555813, 1555814, 1555815, 1555816, 1102699, 1405809, 1190771, 1329527, 1442172, 2947, 1550723, 1540485, 1026950, 1550725, 1491848, 932748, 1455503, 61329, 1555345, 1539990, 115099, 97186, 1290147, 1393574, 1043368, 1554936, 1516458, 176558, 1554938, 1384375, 1460666, 4030, 11713, 52161, 1384390, 1554375, 1554377, 1422795, 1045964, 1524174, 1554382, 1535440, 1545168, 1554385, 1468883, 1554386, 1554387, 1084888, 1027545, 1549272, 1554392, 1554393, 1434589, 1027550, 1553887, 1553891, 1553892, 15333, 1404901, 948199, 1333223, 1553893, 1553894, 1553895, 1553897, 1553898, 1215982, 1553901, 1554919, 1554920, 1554921, 1074163, 1554923, 1554924, 1554925, 1554926, 1554931, 30714, 1554939}",The Wolf of Wall Street
299,299,414,5.2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]","{2176, 5576, 5577, 5578, 5579, 206, 9807, 156689, 2227, 3796, 1235, 3798, 4887, 25336, 106745, 162556, 69597}","{5572, 5573, 5574, 5575, 10949, 10951, 1115051, 5580, 5581, 1262, 5582, 5583, 5584, 3794, 5585, 56461, 406204, 510}",Batman Forever
300,300,563,6.7,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","{23970, 41690, 41687, 9258, 3211, 6574, 11086, 101777, 27763, 153940, 9205, 2133, 41686, 41688, 41689, 28410, 41691, 20189, 5945, 14329}","{898, 1376514, 10630, 554887, 554888, 1319825, 42267, 1378171, 1563428, 1563430, 7721, 7722, 7723, 7724, 7725, 7726, 7727, 7728, 7730, 7731, 7732, 7733, 7734, 7735, 42034, 1050930, 1269306, 1402170, 1440822, 14654, 1390535, 1395022, 4698, 1341404, 6880, 3686, 3687, 1413095, 1400556, 74989, 1452917, 41591, 5241, 10491}",Starship Troopers
301,301,83542,6.6,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","{1434242, 388, 1336199, 1336202, 71057, 122648, 38941, 31, 64160, 49056, 65827, 56100, 17064, 65448, 1084849, 1331, 21688, 176191, 4038, 19655, 108620, 972117, 3291, 1323238, 1118058, 4587, 1077356, 55411, 10744, 987260}","{1040898, 11270, 1304081, 1376803, 1335851, 1335852, 1335853, 1335854, 1071, 1335856, 1073, 1335858, 1335859, 36402, 1075, 1076, 1077, 986677, 1335857, 1335860, 1087547, 1335861, 1335871, 1335872, 6209, 1335873, 1335874, 1335878, 1335879, 1335880, 1335881, 1335882, 1335883, 1335884, 1335886, 1335887, 1335888, 1335889, 1335890, 1335891, 1335892, 1335893, 1335894, 1113, 9339, 71292, 9340, 1363070, 9344, 1404553, 1379981, 1379983, 1379986, 1379989, 1379990, 1379991, 1379992, 1379993, 1379994, 1379995, 1379996, 1379997, 1379998, 1379999, 1380000, 1380001, 1380002, 1111715, 1380003, 1380004, 17063, 1411244, 1339054, 54963, 978148, 1207542, 1411320, 1411321, 1411322, 1411323, 1411324, 1411325, 1411326, 1411327, 1411328, 1411329, 1411330, 1411333, 1411334, 73479, 1411335, 1411336, 1411337, 1411338, 1411339, 1411340, 1411341, 1411344, 1411345, 1411346, 575766, 1411351, 124697, 1411353, 1400092, 1411357, 1411359, 1411362, 1411365, 972582, 1401126, 1411367, 40750, 1341743, 1341744, 40760, 1851, 458559, 1348, 40778, 8528, 11604, 11606, 1408346, 40801, 9583, 1336198, 2953, 1271696, 1271697, 40860, 40862, 1214379, 1327025, 1290690, 48590, 967137, 1400804, 12785, 16887}",Cloud Atlas
302,302,41216,6.5,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]","{150536, 37260, 23, 38941, 33192, 33449, 12206, 4783, 1331, 6199, 28745, 1077326, 1077327, 2128, 15577, 1371, 133212, 79713, 57829, 59117, 118, 15735}","{37281, 136130, 1455461, 58470, 20457, 1448042, 970283, 970284, 1642697, 970287, 15217, 968957, 37757}",Legend of the Guardians: The Owls of Ga'Hoole
303,303,314,4.2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]","{34434, 1749253, 141446, 141447, 27144, 67978, 1749245, 75532, 2192, 1749264, 1749266, 1749267, 57748, 1749268, 1749269, 12055, 1749273, 33308, 205597, 29214, 1749279, 168480, 1749281, 1749282, 1749283, 1749284, 24357, 77222, 1228455, 60462, 204462, 1272881, 1225394, 9289, 61133, 4430, 198607, 4432, 12367, 104276, 1368537, 117087, 1546591, 557793, 1235425, 64614, 1237734, 158441, 4587, 77164, 4589, 84337, 32887, 1749241, 1749242, 1749243, 1218813, 1749247}","{1282566, 961544, 1537036, 1431053, 1733132, 1387539, 229908, 1117716, 1464344, 1414177, 1585187, 1414182, 1441321, 113194, 61996, 7214, 7215, 1559087, 561, 1397300, 1559092, 1559094, 1559095, 1391672, 1559096, 1550399, 1431104, 1559104, 7234, 1441349, 1400905, 1389130, 19535, 1391697, 1391699, 7764, 1397846, 1391703, 1123424, 1559138, 1559140, 1194085, 1559141, 1340007, 1559142, 1559143, 1559144, 1559145, 1559147, 1559148, 1559160, 1554041, 122, 1559163, 1559166, 1559169, 1548930, 1376902, 1412233, 959114, 1559180, 1305741, 1559183, 1559184, 1559185, 1559186, 1551516, 1342626, 1375909, 163496, 1496746, 1096366, 1409718, 1451703, 10949, 10951, 1740487, 1734857, 1740488, 293579, 1740489, 1740491, 1740493, 1740495, 3794, 1286355, 1372884, 1401556, 1740499, 1740501, 49886, 1740510, 1740513, 1360103, 1456359, 1529591, 1418489, 61177, 1401595, 1401598, 1335041, 1401604, 1558789, 1558790, 1558791, 1558792, 1558793, 1558794, 1296, 1328406, 53017, 1394974, 1399071, 1007395, 1415464, 55600, 1446192, 72519, 579405, 1325908, 1556310, 1899, 52600, 1412985, 900, 66963, 1341854, 1341858, 1236388, 1279912, 113066, 12205, 1043374, 1462705, 1427379, 1555381, 1231306, 1441238, 203227, 1559004, 1397725, 1457630, 1470942, 1559005, 1559006, 1559009, 1559010, 1559011, 997, 998, 8165, 1559017, 4586, 1431018, 4588, 1559023, 8181, 1559030, 56827, 1017340}",Catwoman
304,304,184315,5.6,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","{1231106, 76547, 946696, 61589, 1392665, 54810, 87594, 17328, 29234, 112692, 5049, 6972, 87879, 544078, 8399, 559195, 12763, 25445, 18918, 25446, 1264233, 1378158, 1358318, 1378160, 933238, 3064}","{1392641, 1329411, 49670, 11014, 37768, 1392650, 1457930, 1392652, 570128, 1392657, 575762, 1392661, 1298839, 1392663, 1392664, 61851, 23453, 1390366, 1551777, 80675, 73772, 1460658, 1145398, 51897, 1345603, 1211204, 1337412, 1395269, 9543, 1388872, 1098, 1392587, 1392588, 1392589, 123471, 50769, 1392594, 11091, 1392595, 1113, 11099, 11100, 11227, 10972, 1392603, 1392609, 1167458, 1392611, 2532, 1831266, 1392614, 1392635, 1392616, 117226, 1338219, 1392619, 1350253, 1392620, 2031, 21103, 1392622, 1392623, 1392625, 962164, 15733, 1334517, 40823, 1392627, 1338233, 36602, 1392629, 1392637, 1392638}",Hercules
305,305,9016,7.2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{9349, 519, 61959, 84493, 7056, 42000, 61968, 35219, 61969, 2463, 56618, 214701, 24368, 81843, 1398839, 65598, 7486, 11076, 70615, 19545, 12133, 111466, 24045, 78317, 86006, 86007, 8316, 167295}","{9349, 1442567, 1457930, 83091, 1395352, 1461410, 56611, 56612, 56613, 1726510, 1447474, 1447476, 1455541, 1813303, 1447483, 1213, 1447357, 15810, 15811, 1447362, 1342663, 1653447, 73161, 1447376, 9430, 29533, 7902, 7903, 74976, 16737, 74978, 61416, 61419}",Treasure Planet
306,306,18162,5.3,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{58016, 54728, 23659, 62862, 62863, 1287088, 75633, 934289, 236302, 141525, 141526, 141527, 141528, 141529, 141530, 141531, 141532, 560159}","{66822, 647, 2952, 14348, 5133, 54419, 40471, 1460634, 55710, 4769, 1125156, 1125157, 1125158, 80175, 92342, 99410, 141524, 61397, 1453019, 944363, 11372, 944364, 11887, 15347}",Land of the Lost
307,307,138103,6.1,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]","{22018, 3, 16644, 90116, 1409157, 2055, 53256, 559369, 1409178, 2461, 131101, 1409187, 1347239, 1317159, 7090, 1336, 3131, 10814, 34502, 83271, 206024, 1100, 976, 16483, 1409123, 1409132, 101615, 1350263, 1409017, 74748, 997887}","{1077381, 1447557, 1065351, 1065352, 85515, 6041, 1368858, 1437722, 1437723, 1322142, 22815, 1368862, 138657, 1386911, 12579, 61860, 137125, 1386918, 1386919, 1393444, 1396820, 67242, 57264, 1368880, 1368886, 17207, 17208, 17209, 1346489, 1396790, 1396792, 1396793, 1396794, 1396796, 1076544, 1396798, 1396799, 1337667, 1396800, 1396801, 1355974, 1015623, 1316296, 1396802, 1396803, 1318091, 131532, 1396804, 1396805, 1396806, 1327184, 1394768, 1396810, 143059, 1396811, 1396812, 1396813, 1396818, 1350232, 148697, 95834, 19291, 930010, 17629, 1396825, 1396827, 1396830, 1429341, 16483, 16486, 1396807, 16490, 1396808, 1407339, 1350254, 1350256, 1350257, 1350258, 1345267, 1350260, 1350261, 963705}",The Expendables 3
308,308,257088,5.5,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","{5538, 1538780, 972356, 41883, 18792, 54024, 6474, 1104462, 25616, 20374, 170231, 147638, 559195, 213596}","{1338372, 1153031, 1445896, 1524231, 1403930, 114715, 1579042, 1335852, 1440301, 1551918, 561, 36402, 989750, 1399863, 1399871, 1394755, 1558086, 1335886, 1338964, 1403478, 1403479, 13927, 1453671, 565353, 1412721, 1412722, 1428595, 589942, 1549438, 3718, 83085, 83090, 83091, 93844, 1398930, 43159, 1046684, 1379999, 1450144, 1314465, 49826, 69286, 1631400, 21673, 1631402, 1631403, 1631404, 1631405, 1339054, 1631406, 1631407, 1631410, 1631412, 47285, 47286, 1631413, 1519288, 1631414, 5334, 56827, 1512667, 1430237, 1512674, 5867, 1406193, 1638131, 1261812, 1456373, 1207542, 1456374, 1638132, 1638133, 1638134, 1417979, 1638135, 1638136, 1638139, 1638141, 1638142, 1545989, 1405704, 1638156, 1638157, 1638158, 1638159, 1638160, 1335569, 1399071, 1332515, 1393453, 1394485, 1580854, 1412919, 1554749, 1364798, 1554750, 1404739, 1395023, 1615696, 1397073, 852, 1553236, 1446750, 1399141, 1460587, 1630071, 6033, 1552788, 1414558, 1420190, 1426846, 1416098, 1428904, 14764, 1324460, 1537964, 1189807, 1551789, 1536949, 1551800, 1364410, 131516, 1364412, 1445820, 1551804, 1367493, 1586117, 1586118, 15304, 15305, 1375182, 71127, 1371100, 1318882, 1392099, 91122, 1535987, 17399, 1410554, 58363}",Point Break
309,309,10214,3.6,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","{6213, 10697, 54826, 3214, 131667, 53493, 382}","{64192, 51385, 1447431, 1452488, 1460488, 1447436, 9645, 1378226, 1453943, 14712, 14457, 1453594, 64191}",Son of the Mask
310,310,205775,6.5,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]","{1374337, 26121, 1155724, 1136406, 31384, 1462426, 86045, 220448, 17064, 1833, 1371439, 19903, 74568, 20425, 20057, 1583579, 115679, 1543009, 964834, 1543010, 119783, 1233266, 2037, 1388917, 2039, 239996}","{45058, 1439747, 1546757, 1511430, 1597963, 6159, 14351, 2071, 1528344, 1551899, 1570, 1019426, 1551907, 1427500, 6189, 6190, 966721, 1548867, 1403467, 1557591, 1363579, 1395340, 1571980, 1544338, 1573023, 1406116, 1411244, 1430188, 1470159, 1413843, 1459924, 1409237, 67802, 67803, 1334491, 1614055, 1614056, 1424617, 1614057, 1614060, 1604333, 1614061, 1027825, 979698, 1614065, 1614068, 1614070, 1614071, 1614072, 1335545, 1614073, 1614075, 1577213, 1614080, 1614084, 1106181, 1614085, 586503, 1334535, 1614086, 1614087, 1367819, 1367821, 1405198, 1614093, 1614101, 1614104, 124697, 1614105, 1614106, 1614107, 1614108, 1561886, 1614109, 1614110, 1614111, 1368874, 36657, 972623, 339, 1404244, 16731, 54110, 1421662, 1530220, 1032067, 1413508, 18311, 1551771, 1386918, 1413035, 1327027, 1480629, 1458110, 1394123, 1404875, 1997, 1421270, 71127, 1392609, 223203, 1565667, 16363, 16887, 1439740, 1373694}",In the Heart of the Sea
311,311,11692,4.4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{40481, 8930, 833, 776, 4521, 1589963, 1039, 1589970, 1811, 532, 7796, 2230, 12217, 5916}","{59648, 33485, 10766, 56109, 11409, 57652, 853, 11098, 1151}",The Adventures of Pluto Nash
312,312,22972,6.4,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{36901, 18995, 20562, 113235, 11355, 109670, 117437, 21710, 53480, 17141, 81672, 1892, 41316, 122279, 122280, 122281, 122282, 122283, 122285, 122286, 122287, 122288, 122289, 122290, 122291, 122292, 122293, 122294, 122295, 122296, 122297, 122299, 122300, 122302, 122303, 122304, 122305, 122306, 122307, 122308, 122309, 122310, 122311, 122312, 122313, 122314, 93131, 122315, 122316, 122317, 122318, 122319, 122321, 122322, 122323, 122324, 122325, 122327, 122328, 122329, 122330, 122331, 39388, 122332, 122333, 122334, 122335, 122336, 122337, 122338, 122339, 122341, 122342, 122343, 122344, 122345, 122346, 122347, 122349, 73710, 122350, 122351, 122352, 122353, 2039, 105980, 1426429}","{1408384, 67201, 1415042, 1427844, 15493, 11271, 7049, 1399561, 1422985, 1411085, 12562, 1117843, 1393300, 1408403, 1410199, 27032, 1403800, 1325212, 1400092, 59679, 1380895, 59681, 122274, 1332515, 122277, 1470166, 1470167, 16683, 1393324, 1325, 3501, 1339054, 1447603, 1390389, 2236, 1424572, 9150, 2238, 9151, 1319752, 1993, 1411533, 1392718, 1425487, 1395024, 1470158, 1470159, 1335123, 1470162, 5333, 117206, 1414101, 1470163, 1470164, 11098, 114395, 1470165, 29405, 1334493, 1393119, 1438432, 1417825, 2532, 40805, 25068, 2031, 1405423, 57201, 122354, 4723, 122355, 122356, 1406837, 40823, 1408373, 1408378, 25598}",Green Zone
313,313,227973,6.5,"[{""id"": 16, ""name"": ""Animation""}]","{1393184, 94011, 1393185, 1393186, 1256036, 1271300, 1393187, 1393177, 1393178, 1393179, 1393180, 1393181, 1393182, 1393183}","{1536577, 1536578, 116805, 1455462, 123945, 1466446, 71729, 406615, 45848, 1527481, 1527482, 1302779, 23486}",The Peanuts Movie
314,314,29193,7.1,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{27267, 7427, 55152, 10743, 856, 67773}","{12257, 67095, 992965, 1255, 1225, 27562, 20172, 16398, 5328, 1265, 10832, 1522736, 1522737, 53685, 67094, 4023, 3192}",The Spanish Prisoner
315,315,1734,6.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]","{2629, 18918, 16743, 10727, 18919, 18920, 25675, 18269, 30316, 178631, 25808, 1077874, 208211, 120886, 1010264, 18041, 31164, 3293, 27678}","{53346, 7779, 7780, 37, 7783, 7784, 18921, 7793, 45841, 7775}",The Mummy Returns
316,316,3131,7.1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 80, ""name"": ""Crime""}]","{1665, 388, 1032, 11276, 9976, 20243, 16021, 4764, 6941, 8224, 26657, 6193, 3896, 2617, 37947, 37440, 11856, 1115, 15196, 1385565, 480, 742, 77292, 26860, 147054, 2039, 19704, 31737, 39678}","{1032, 1400081, 1307, 72861, 34336, 34337, 34338, 34339, 34340, 4006, 1391398, 1534644, 1402037, 1534645, 14393, 3769, 5820, 2366, 59839, 2242, 9026, 9027, 3661, 1422799, 2260, 213, 16729, 8673, 28901, 1444970, 7531, 1074163, 117, 30711, 30712, 30713, 30714, 14716}",Gangs of New York
317,317,76758,7.1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","{46624, 550626, 126851, 15684, 145093, 1031246, 1006864, 3894}","{1346946, 66054, 1292186, 11425, 1391525, 6444, 1032373, 1111097, 57913, 1445950, 1445951, 1445952, 1445953, 1445954, 1445955, 1445956, 1445957, 1445958, 1445959, 1445960, 1353, 1051722, 1445961, 1445962, 1445963, 1445964, 1445965, 1445966, 1445967, 1445968, 1445969, 1445970, 1445971, 1445972, 1445974, 1445975, 17117, 607, 1419234, 1419237, 99693, 1410551, 1698170}",The Flowers of War
318,318,9408,5.9,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{4512, 68863, 1114051, 53926, 12905, 1229, 4334, 10959, 11664, 57551, 108333, 20405, 963069, 15774, 5727}","{58144, 12905, 56042, 957354, 5359, 1081906, 1081907, 58421, 169941, 1118709, 1455541, 1127674, 1455613, 15774, 7903}",Surf's Up
319,319,9890,5.4,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","{515, 19208, 19978, 4756, 20388, 16165, 2227, 73931, 53963, 4690, 24535, 1216355, 5351, 60015, 60016, 60017, 60018, 60019, 60020, 60021, 60022, 45566}","{15426, 7716, 7908, 58470, 16296, 330, 60011, 32588, 60012, 60010, 60013, 60014, 14929, 2997, 1046, 5493, 6489, 13019, 17951}",The Stepford Wives
320,320,855,7.2,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]","{12800, 12797, 12801, 12802, 12803, 15232, 8335, 10000, 2839, 9880, 58787, 9258, 2299, 2247, 8783, 37206, 11355, 2524, 6752, 12260, 1125, 4729, 114, 3061, 886, 12791, 12792, 12793, 12790, 12795, 12796, 3197, 12798, 12799}","{1338372, 11271, 60935, 1536521, 5132, 5673, 1739822, 1739825, 1739826, 1739828, 1739829, 1739830, 578, 1536582, 19016, 1337418, 1425484, 1536588, 1536589, 1536592, 1536593, 1536594, 1394783, 1554018, 1554019, 1554020, 1554023, 1554024, 1129, 1554025, 1554026, 1554028, 7789, 1554029, 1554030, 1554033, 1367667, 1554037, 1554039, 1554041, 1580665, 1554044, 1554045, 1554046, 1554047, 1554048, 1403545, 15004, 1117347, 1399484, 1532615, 34512, 16595, 1311960, 1530166, 1487590, 1398505, 91891, 1456373, 1335543, 1456381, 770, 1392901, 1352966, 998152, 1116937, 1331983, 570129, 12562, 1525014, 570136, 1592605, 1342242, 1444646, 1404200, 1404201, 1404202, 1404203, 1404204, 1404205, 1404206, 1404207, 1404208, 1404209, 105780, 1404212, 1404213, 1404214, 1404215, 1404216, 1404218, 1404219, 1404220, 1404221, 1404217, 1404222, 1404223, 1404225, 23364, 1404230, 1404231, 1404232, 1404233, 1404234, 1404235, 1404238, 1404241, 1404243, 1404244, 1399141, 13166, 1373558, 1388921, 897, 40838, 1550730, 2444, 2446, 138639, 2448, 1385884, 930, 1404841, 6060, 14764, 14765, 944, 947, 950, 1610679, 63421, 1510846, 1378239, 1405377, 1367493, 8646, 1405382, 1535950, 1685460, 8673, 1739747, 117226, 12782, 12783, 1739760, 12785, 12786, 12787, 12788, 91123, 1739761, 1739763, 1739770}",Black Hawk Down
321,321,77953,5.6,"[{""id"": 35, ""name"": ""Comedy""}]","{1451161, 582950, 214695, 582952, 157865, 12074, 1211946, 189230, 1003061, 111678, 707, 1816403, 32597, 1248, 232416, 461542, 23659, 58224, 58225, 169337, 1055739}","{582944, 582945, 23659, 10572, 58225, 6737, 99410, 217297, 55710, 582943}",The Campaign
322,322,18,7.3,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","{202759, 62498, 12835, 36900, 36901, 1735717, 179771, 62, 63, 64, 65, 66, 591, 1162833, 937052, 1338974, 64102, 240745, 1748085, 33403, 1776773, 1230490, 138401, 17072, 963257, 234685, 1596096, 8395, 8396, 8397, 183500, 8398, 8399, 8400, 64210, 1818315, 28897, 1395429, 7400, 232174, 1768180, 8445, 1467173, 554284, 1402694, 1563988, 12642, 1364322, 2406, 1427818, 126316, 1600365, 15740, 45438, 1435006, 192895, 1857410, 1857411, 1857412, 1857413, 1857414, 1857415, 1857416, 1857418, 1857422, 1857423, 1857424, 1857425, 213392, 1857427, 1857429, 1857430, 1857431, 16792, 1857432, 1857433, 1857434, 1857435, 1857436, 1857437, 1857438, 1857439, 1857440, 33186, 1857441, 1857442, 1857443, 1857444, 1857445, 1857446, 1857449, 1857450, 1857451, 1857452, 1857453, 1857454, 1857455, 1857456, 1857457, 1857458, 1857459, 19375, 1857460, 1857461, 1857462, 1551797, 1857463, 47547, 1202628, 84440, 987, 10208, 1211876, 1588721, 53246}","{1034754, 1367562, 1434638, 75803, 75804, 1440801, 11298, 11301, 1440806, 143915, 1440811, 1400370, 948789, 1440822, 59, 60, 61, 1536572, 1440843, 1440844, 59983, 1440847, 1440848, 1440849, 1440850, 1440852, 1440853, 1440854, 548439, 1113, 548444, 63601, 1551985, 587903, 1551515, 1117347, 8374, 8375, 8376, 1407672, 8378, 8379, 8380, 8381, 8382, 8383, 8384, 8385, 978114, 8386, 8387, 8389, 8390, 1417413, 8392, 943313, 1177814, 9441, 1456365, 1407223, 1376514, 1446663, 1394958, 1405717, 1591577, 1368864, 1735467, 40749, 1404717, 22320, 16177, 1404213, 1128252, 1465667, 1407812, 20296, 3924, 18775, 1392984, 1608539, 1398110, 1512798, 1427298, 579430, 1408361, 13168, 1346943, 1335179, 23456, 11173, 1074103, 1857469, 1546177, 1406914, 1700803, 1821634, 1857475, 1857476, 1857478, 1857480, 555978, 1471947, 1415630, 144848, 91090, 1630675, 11225, 1881561, 1881562, 1881563, 1881564, 1392094, 1881565, 1881566, 1881567, 1881568, 1881569, 996, 997, 998, 1881570, 1000, 1881571, 1881572, 1881573, 1881574, 1249773, 62460}",The Fifth Element
323,323,37786,5.4,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{210818, 38405, 1542, 520, 38025, 38026, 38024, 3212, 1221134, 27552, 41379, 63914, 965678, 76594, 21942, 1417527, 955, 2109, 222141, 142788, 57551, 59860, 1218645, 8792, 66776, 145113, 32224, 118514, 58355, 118515, 118516, 129014}","{40384, 7493, 58854, 38023, 520, 47915, 10830, 10577, 41332, 57430, 22105, 58366, 58367}",Sex and the City 2
324,324,10501,7.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{2144, 1552486, 1718935, 4810, 587, 11370, 11181, 12077, 8945, 23346, 15831, 1718936}","{1447298, 1447560, 65673, 1462665, 240779, 1433743, 1352979, 40347, 12062, 1705, 1706, 1447593, 1453612, 1454249, 1403439, 1403440, 947, 1438901, 118713, 12090, 27005, 1463252, 1447381, 1401687, 5721, 11098, 1447385, 1450331, 65629, 1451229, 1338976, 1113194, 61295, 25585, 148221}",The Road to El Dorado
